Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20260304,83.68,1.0,,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20260204,81.36,2.0,0.34,,,,SELL
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20260121,105.21,1.0,0.22,,,,SELL
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20260121,105.28,1.0,0.22,,,,SELL
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250905,98.37,1.0,0.75,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250903,101.0,1.0,0.75,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250430,49.0,4.0,0.76,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250428,50.17,2.0,0.76,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250407,34.12,2.0,0.76,,,,BUY
HOOD,76.55,2026/05/04,16:00 EDT,2.8899994,74.66,78.29,74.66,29188032,20250224,50.27,2.0,0.75,,,,BUY
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20251212,165.0,1.0,0.5,,,,SELL
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20251022,165.6,1.0,0.75,,,,BUY
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20250430,84.99,1.0,0.76,,,,SELL
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20250224,90.95,1.0,0.75,,,,BUY
NVT,162.69,2026/05/04,16:00 EDT,3.77,160.98,166.1,159.87,3893603,,,,,,,,
BRK-B,468.52,2026/05/04,16:00 EDT,-4.49002,473.03,479.87,465.79,6001513,20250515,504.3,0.2,0.76,,,,SELL
BRK-B,468.52,2026/05/04,16:00 EDT,-4.49002,473.03,479.87,465.79,6001513,20241205,470.0,0.2,0.75,,,,BUY
NU,14.16,2026/05/04,16:00 EDT,-0.28,14.39,14.465,14.09,42201998,20250630,13.8,19.0,0.76,,,,SELL
NU,14.16,2026/05/04,16:00 EDT,-0.28,14.39,14.465,14.09,42201998,20241001,13.48,7.0,0.75,,,,BUY
NU,14.16,2026/05/04,16:00 EDT,-0.28,14.39,14.465,14.09,42201998,20240926,14.6,7.0,0.75,,,,BUY
NU,14.16,2026/05/04,16:00 EDT,-0.28,14.39,14.465,14.09,42201998,20240909,13.9,5.0,0.75,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20260204,21.09,7.0,0.2,,,,SELL
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20260130,23.96,8.0,0.4,,,,SELL
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20250801,21.48,7.0,0.75,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20241227,16.0,10.0,0.75,,,,SELL
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20240926,7.8,10.0,0.75,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20240923,8.08,8.0,0.75,,,,BUY
SOFI,16.2,2026/05/04,16:00 EDT,-0.22999954,16.46,16.78,16.13,65866874,20240910,6.88,15.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20251231,179.0,1.0,0.75,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20251230,179.0,1.0,0.75,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20251230,183.0,1.0,0.75,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20251015,182.0,1.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250905,152.71,1.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250820,156.32,1.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250512,115.13,8.0,0.76,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250430,115.48,1.0,0.76,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250416,90.8,1.0,0.76,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250410,96.0,1.0,0.76,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250408,79.3,1.0,0.76,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20250219,112.0,1.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20241227,78.8,2.0,0.75,,,,SELL
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20241119,62.0,1.0,0.75,,,,BUY
PLTR,146.03,2026/05/04,16:00 EDT,1.9599915,147.835,149.62,145.225,63559848,20240917,36.5,3.0,0.75,,,,BUY
TMDX,97.08,2026/05/04,16:00 EDT,-2.9300003,100.01,101.6199,96.63,1123197,,,,,,,,
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260319,194.6,1.0,,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260127,250.0,0.5,0.2,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260114,217.0,0.5,0.23,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260110,179.0,0.5,,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260110,217.0,0.5,,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20260110,92.0,1.0,0.7,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20251215,208.0,2.0,1.5,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20251121,204.0,1.0,0.75,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20251013,217.0,0.5,0.75,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20251002,169.1,1.0,0.75,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20250805,179.0,0.5,0.75,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20250512,109.1,1.0,0.76,,,,SELL
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20250430,92.0,1.0,0.76,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,20241204,142.0,1.0,0.75,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20260319,385.0,0.5,,,,,SELL
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20260311,410.0,0.5,,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20251113,402.0,0.5,0.75,,,,SELL
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20250609,308.0,0.5,0.75,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20250513,319.02,1.5,0.76,,,,SELL
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20250508,288.65,0.5,0.76,,,,BUY
TSLA,392.51,2026/05/04,16:00 EDT,1.6900024,390.06,394.64,384.8004,48463706,20250103,399.15,1.0,1.05,,,,BUY
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20260430,206.0,1.0,,,,,SELL
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20260223,190.32,1.0,0.4,,,,BUY
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20260204,178.0,1.0,0.38,,,,SELL
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20250407,99.65,1.0,0.76,,,,BUY
NVDA,198.48,2026/05/04,16:00 EDT,0.02999878,199.54,201.73,194.74,124170649,20240905,108.0,1.0,0.75,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260320,22.0,2.0,,,,,SELL
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260311,26.25,2.0,,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260309,21.62,3.0,,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260203,25.07,5.0,0.26,,,,SELL
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260126,30.36,2.0,0.13,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20260107,35.36,3.0,0.22,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20251229,34.02,12.0,0.8,,,,SELL
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250804,55.76,2.0,0.75,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250624,42.84,5.0,0.76,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250430,33.0,3.0,0.76,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250430,31.93,4.0,0.76,,,,SELL
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250416,27.0,2.0,0.76,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250408,29.3,4.0,0.76,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250404,27.99,8.0,0.76,,,,SELL
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20250312,34.0,3.0,0.76,,,,BUY
HIMS,27.27,2026/05/04,16:00 EDT,-0.139999,27.63,28.4193,26.67,14231479,20241104,18.9,5.0,0.75,,,,BUY
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20260106,286.0,1.0,0.75,,,,SELL
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20251219,285.0,1.0,0.75,,,,BUY
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20251212,315.0,1.0,0.83,,,,SELL
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20251114,308.0,1.0,0.75,,,,BUY
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20250718,160.98,1.0,0.76,,,,SELL
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20250512,98.88,1.0,0.76,,,,SELL
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20250428,89.54,1.0,0.76,,,,SELL
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20250206,133.0,1.0,0.75,,,,BUY
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20250205,136.0,1.0,0.75,,,,BUY
CLS,420.73,2026/05/04,16:00 EDT,1.80002,423.44,426.4,407.72,1640349,20241202,86.0,1.0,0.75,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260501,82.51,1.0,,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260429,77.0,1.0,,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260429,75.0,1.0,,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260317,76.0,1.0,,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260306,70.11,1.0,,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260212,65.42,1.0,0.2,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20260204,75.0,2.0,0.15,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250909,46.84,3.0,0.75,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250512,21.05,5.0,0.76,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250509,20.97,5.0,0.76,,,,SELL
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20250508,22.35,5.0,0.76,,,,BUY
RKLB,80.31,2026/05/04,16:00 EDT,1.5,78.308,81.833,76.25,16184157,20240905,6.19,5.0,0.75,,,,BUY
SLV,65.94,2026/05/04,16:00 EDT,-2.35,66.394,67.58,65.61,20807881,,,,,,,,
WMT,130.33,2026/05/04,16:00 EDT,-1.2700043,130.36,131.73,129.7,10286452,20250512,96.02,1.0,0.76,,,,SELL
WMT,130.33,2026/05/04,16:00 EDT,-1.2700043,130.36,131.73,129.7,10286452,20250421,91.91,1.0,0.76,,,,BUY
WMT,130.33,2026/05/04,16:00 EDT,-1.2700043,130.36,131.73,129.7,10286452,20250404,84.7,2.0,1.5,,,,SELL
WMT,130.33,2026/05/04,16:00 EDT,-1.2700043,130.36,131.73,129.7,10286452,20250103,90.77,1.0,0.75,,,,BUY
WMT,130.33,2026/05/04,16:00 EDT,-1.2700043,130.36,131.73,129.7,10286452,20241104,82.01,1.0,0.75,,,,BUY
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20251226,7.9,10.0,0.5,,,,SELL
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20251218,7.88,10.0,0.5,,,,BUY
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20251215,7.98,10.0,0.75,,,,SELL
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20250512,9.13,10.0,0.76,,,,SELL
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20250508,8.7179,10.0,0.76,,,,BUY
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20241203,6.73,10.0,0.75,,,,SELL
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20241004,2.96,20.0,0.75,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20260504,6.2,2.0,,,,,SELL
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20260428,6.71,10.0,,,,,SELL
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20260413,6.1,2.0,,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20260304,6.7,10.0,,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20250303,4.15,38.0,0.75,,,,SELL
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20241205,3.0,20.0,0.75,,,,BUY
EOSE,6.38,2026/05/04,16:00 EDT,-0.069999695,6.4,6.41,6.12,14791074,20241118,2.14,18.0,0.75,,,,BUY
JOBY,8.86,2026/05/04,16:00 EDT,-0.39,9.115,9.22,8.84,29144823,20251226,13.9,5.0,0.5,,,,SELL
JOBY,8.86,2026/05/04,16:00 EDT,-0.39,9.115,9.22,8.84,29144823,20250314,6.17,10.0,0.75,,,,SELL
JOBY,8.86,2026/05/04,16:00 EDT,-0.39,9.115,9.22,8.84,29144823,20241104,4.9,10.0,0.75,,,,BUY
