Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
RXRX270115C00010000,0.22,2026/05/04,15:37 EDT,-0.010000005,0.21,0.25,0.21,45,20251112,1.3,1.0,1.0,,,,BUY
RXRX270115C00010000,0.22,2026/05/04,15:37 EDT,-0.010000005,0.21,0.25,0.21,45,20251015,2.31,1.0,1.0,,,,SELL
RXRX270115C00010000,0.22,2026/05/04,15:37 EDT,-0.010000005,0.21,0.25,0.21,45,20250820,1.16,1.0,1.0,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260312,8.5,5.0,0.5,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260312,8.65,20.0,1.0,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260311,9.0,5.0,0.5,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260309,6.27,5.0,0.3,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260305,7.0,11.0,0.8,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260304,5.8,9.0,0.5,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260224,8.0,5.0,0.4,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260113,10.04,5.0,0.5,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20260105,8.05,5.0,0.5,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251223,7.385,30.0,1.0,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251217,5.57,10.0,0.6,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251217,6.2,10.0,0.65,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251211,8.1,10.0,0.8,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251210,8.74,10.0,0.9,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251202,9.37,10.0,1.0,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251124,8.11,20.0,1.0,,,,BUY
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251120,9.19,6.0,0.5,,,,SELL
NBIG,19.46,2026/05/04,16:00 EDT,4.3499994,16.25,20.0,16.25,1486373,20251112,9.0,6.0,0.5,,,,BUY
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20250108,11.29,19.0,1.0,,,,SELL
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20241225,11.15,5.0,0.5,,,,SELL
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20241203,3.61,15.0,0.45,,,,SELL
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20241018,1.11,50.0,0.5,,,,SELL
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20241002,0.78,50.0,0.35,,,,BUY
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20240920,0.81,20.0,0.16,,,,BUY
RGTI,17.7,2026/05/04,16:00 EDT,0.1800003,17.52,18.6486,17.329,27765148,20240820,0.855,20.0,0.16,,,,BUY
XLK,162.05,2026/05/04,16:00 EDT,0.180008,162.705,163.24,160.88,10531117,20260204,138.13,1.0,1.0,,,,SELL
AVAV,180.26,2026/05/04,16:00 EDT,-4.7100067,185.0,185.6999,177.67,1284734,20260306,230.0,0.5,1.0,,,,SELL
AVAV,180.26,2026/05/04,16:00 EDT,-4.7100067,185.0,185.6999,177.67,1284734,20260303,231.0,0.5,1.0,,,,BUY
AVAV,180.26,2026/05/04,16:00 EDT,-4.7100067,185.0,185.6999,177.67,1284734,20260204,264.81,0.3,0.8,,,,SELL
^TSLL,13.1877,2026/05/04,16:29 EDT,0.109000206,13.0746,13.3108,12.6877,,20260203,16.16,4.0,0.7,,,,SELL
SOFX,9.08,2026/05/04,16:00 EDT,-0.26000023,9.39,9.72,8.99,1649244,20260312,12.82,4.0,0.5,,,,SELL
SOFX,9.08,2026/05/04,16:00 EDT,-0.26000023,9.39,9.72,8.99,1649244,20260303,13.68,4.0,0.5,,,,BUY
SOFX,9.08,2026/05/04,16:00 EDT,-0.26000023,9.39,9.72,8.99,1649244,20260204,18.49,2.0,0.4,,,,SELL
SOFX,9.08,2026/05/04,16:00 EDT,-0.26000023,9.39,9.72,8.99,1649244,20260130,21.32,2.0,0.5,,,,BUY
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260501,13.31,10.0,,,,,BUY
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260421,12.8,3.0,1.0,,,,SELL
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260420,13.4,2.0,1.0,,,,SELL
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260413,11.04,5.0,,,,,BUY
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260130,16.8,2.0,0.4,,,,SELL
TSLL,13.18,2026/05/04,16:00 EDT,0.11000061,13.025,13.3267,12.67,73350382,20260126,17.74,2.0,0.4,,,,BUY
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260430,24.86,2.0,,,,,BUY
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260429,30.33,2.0,,,,,BUY
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260423,29.0,2.0,1.0,,,,SELL
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260416,30.6,1.0,0.3,,,,BUY
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260130,38.0,4.0,1.0,,,,SELL
METU,24.84,2026/05/04,16:00 EDT,0.13999939,24.6,25.1,24.2,4646477,20260123,31.65,2.0,0.6,,,,BUY
CRDO,180.06,2026/05/04,16:00 EDT,-4.3200073,187.23,188.2,178.88,3620371,20260204,104.34,0.5,0.5,,,,SELL
CRDO,180.06,2026/05/04,16:00 EDT,-4.3200073,187.23,188.2,178.88,3620371,20260123,132.15,0.5,0.7,,,,BUY
HIMZ,36.08,2026/05/04,16:00 EDT,-0.33999634,36.885,39.0999,34.52,470251,20260204,3.29,10.0,0.35,,,,SELL
HIMZ,36.08,2026/05/04,16:00 EDT,-0.33999634,36.885,39.0999,34.52,470251,20260123,4.95,10.0,0.5,,,,BUY
TER,337.44,2026/05/04,16:00 EDT,-7.980011,344.42,349.815,336.76,3095537,20260212,321.0,1.0,1.0,,,,SELL
TER,337.44,2026/05/04,16:00 EDT,-7.980011,344.42,349.815,336.76,3095537,20260204,286.0,0.7,1.0,,,,BUY
TER,337.44,2026/05/04,16:00 EDT,-7.980011,344.42,349.815,336.76,3095537,20260113,229.0,0.3,0.7,,,,BUY
FIX,1891.95,2026/05/04,16:00 EDT,24.9299,1867.5,1905.58,1858.02,336382,20260204,1200.0,0.1,1.0,,,,SELL
FIX,1891.95,2026/05/04,16:00 EDT,24.9299,1867.5,1905.58,1858.02,336382,20260113,1070.0,0.1,1.0,,,,BUY
KTOS,61.93,2026/05/04,16:00 EDT,-0.11999893,62.47,64.13,61.7569,3110945,20251229,77.21,1.0,0.75,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260423,37.6,2.0,1.0,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260130,20.37,5.0,1.0,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260130,20.37,3.0,0.6,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260123,19.59,3.0,0.6,,,,BUY
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260113,16.96,5.0,0.85,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20260105,14.1,10.0,1.0,,,,BUY
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20251223,11.84,10.0,1.0,,,,SELL
IREX,33.63,2026/05/04,16:00 EDT,4.8,29.68,35.8132,29.5,925289,20251219,10.82,10.0,1.0,,,,BUY
SOFI260618C00035000,0.03,2026/05/04,14:28 EDT,0.0,0.04,0.04,0.02,141,20251231,1.85,1.0,1.0,,,,SELL
SOFI260618C00035000,0.03,2026/05/04,14:28 EDT,0.0,0.04,0.04,0.02,141,20251205,3.4,1.0,1.0,,,,BUY
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20251229,165.48,1.0,1.0,,,,SELL
VRT,330.97,2026/05/04,16:00 EDT,2.66,329.58,332.87,321.45,4563999,20251205,187.2,1.0,1.0,,,,BUY
ALAB,201.25,2026/05/04,16:00 EDT,-1.4299927,204.88,209.38,199.81,4116567,20251223,165.53,1.0,1.0,,,,SELL
ALAB,201.25,2026/05/04,16:00 EDT,-1.4299927,204.88,209.38,199.81,4116567,20251201,172.0,1.0,1.0,,,,BUY
VIX260318C00023000,,,,,,,,,20260130,1.9,1.0,1.0,,,,SELL
VIX260318C00023000,,,,,,,,,20251126,2.85,1.0,1.5,,,,BUY
GGLL,135.56,2026/05/04,16:00 EDT,-1.8500061,137.55,138.49,133.15,1353827,20251125,104.5,1.0,1.0,,,,SELL
GGLL,135.56,2026/05/04,16:00 EDT,-1.8500061,137.55,138.49,133.15,1353827,20251121,95.68,1.0,0.95,,,,BUY
UUUU,21.62,2026/05/04,16:00 EDT,-0.039999,21.63,22.76,21.285,9969867,20251113,15.45,5.0,0.8,,,,SELL
UUUU,21.62,2026/05/04,16:00 EDT,-0.039999,21.63,22.76,21.285,9969867,20251112,15.9,5.0,0.7,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20260121,175.36,1.0,1.0,,,,SELL
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20260116,149.53,1.0,1.0,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251212,78.8,2.0,1.0,,,,SELL
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251201,74.73,2.0,1.0,,,,SELL
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251126,71.0,1.0,0.7,,,,SELL
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251121,59.0,1.0,0.6,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251121,55.0,1.0,0.55,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251120,60.3,1.0,0.6,,,,SELL
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251119,72.87,1.0,0.7,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251114,85.4,1.0,0.8,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251113,79.12,1.0,0.8,,,,BUY
MUU,333.96,2026/05/04,16:00 EDT,38.169983,315.57,351.155,313.01,2133066,20251112,85.25,1.0,0.85,,,,BUY
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20260212,31.45,1.0,0.3,,,,SELL
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251211,33.062,3.0,1.0,,,,SELL
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251203,61.5,1.0,0.62,,,,BUY
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251201,52.49,1.0,0.6,,,,SELL
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251124,54.5,1.0,0.5,,,,BUY
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251111,94.44,1.0,0.0,,,,SELL
RKLX,37.37,2026/05/04,16:00 EDT,1.3199997,35.68,38.7599,33.7,2031809,20251108,91.31,1.0,0.9,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260423,24.0,2.0,,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260417,28.73,2.0,0.5,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260212,20.3,5.0,1.0,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260211,23.2,1.0,0.2,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260210,29.12,4.0,1.0,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260203,29.73,3.0,0.9,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260123,46.94,2.0,1.0,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260113,59.23,2.0,1.0,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20260105,63.7,2.0,1.0,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251211,83.66,1.0,0.85,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251201,76.43,4.0,1.0,,,,SELL
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251121,59.44,1.0,0.6,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251119,70.1,1.0,0.7,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251114,81.27,1.0,0.8,,,,BUY
HOOG,19.46,2026/05/04,16:00 EDT,1.4599991,18.6,20.269,18.6,818983,20251107,85.9,1.0,0.9,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260427,41.06,1.0,,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260423,44.0,4.0,1.0,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260413,36.0,2.0,,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260410,33.35,3.0,1.0,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260312,50.27,1.0,0.5,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260306,53.0,1.0,0.5,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260302,48.7,2.0,1.0,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260212,37.07,1.0,0.4,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260203,55.8,4.0,1.0,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260202,49.32,1.0,0.49,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260129,58.19,1.0,0.6,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260123,63.12,1.0,0.6,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260113,72.21,1.0,0.7,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20260105,69.1,1.0,0.7,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251218,80.37,2.0,1.0,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251212,78.55,1.0,0.8,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251211,81.13,1.0,0.8,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251211,81.23,4.0,1.0,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251203,84.19,1.0,0.85,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251201,80.17,4.0,1.0,,,,SELL
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251124,75.64,1.0,0.76,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251121,71.87,1.0,0.72,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251120,83.7,1.0,0.8,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251119,81.35,1.0,0.8,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251114,88.46,1.0,0.89,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251107,89.2,1.0,0.9,,,,BUY
PLTU,42.83,2026/05/04,16:00 EDT,1.2400017,43.75,44.8,42.27,5485696,20251105,101.6,1.0,1.0,,,,BUY
AXON,393.75,2026/05/04,16:00 EDT,-8.559998,403.0,413.66,393.71,853383,20260113,640.0,0.2,1.0,,,,SELL
AXON,393.75,2026/05/04,16:00 EDT,-8.559998,403.0,413.66,393.71,853383,20260106,632.0,0.2,1.0,,,,BUY
AXON,393.75,2026/05/04,16:00 EDT,-8.559998,403.0,413.66,393.71,853383,20251231,569.3,0.5,1.0,,,,SELL
AXON,393.75,2026/05/04,16:00 EDT,-8.559998,403.0,413.66,393.71,853383,20251105,619.0,0.5,1.0,,,,BUY
ENVX260116C00015000,,,,,,,,,20251223,0.04,1.0,,,,,SELL
ENVX260116C00015000,,,,,,,,,20251013,1.96,1.0,,,,,BUY
LEU,206.92,2026/05/04,16:00 EDT,0.279999,207.16,210.71,202.475,626652,20251016,424.0,0.5,1.0,,,,SELL
LEU,206.92,2026/05/04,16:00 EDT,0.279999,207.16,210.71,202.475,626652,20251014,397.8,0.5,1.0,,,,BUY
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20251006,12.78,10.0,1.0,,,,SELL
ACHR,5.77,2026/05/04,16:00 EDT,-0.0999999,5.86,5.89,5.7,27837015,20251006,12.15,10.0,1.0,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260501,37.19,3.0,,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260423,37.8,3.0,1.0,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260417,33.66,2.0,,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260305,2.6,10.0,0.3,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260304,2.33,10.0,0.25,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260120,4.33,10.0,0.43,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260115,4.8,10.0,0.48,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260115,5.0,10.0,0.5,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260112,4.19,10.0,0.5,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20260105,4.44,20.0,1.0,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20251231,3.87,20.0,0.78,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20251218,4.6,10.0,0.5,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20251203,6.14,10.0,0.65,,,,BUY
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20251007,24.8,4.0,1.0,,,,SELL
MSTX,39.45,2026/05/04,16:00 EDT,2.8500023,38.04,40.24,37.1501,2749723,20250929,22.08,4.0,0.9,,,,BUY
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20251113,210.0,1.0,1.0,,,,SELL
MSTR,183.8,2026/05/04,16:00 EDT,6.630005,181.1185,186.0,178.5,17621655,20250918,329.71,1.0,1.0,,,,BUY
RKT260116C00024200,,,,,,,,,20251223,0.04,1.0,,,,,SELL
RKT260116C00024200,,,,,,,,,20250820,1.14,1.0,1.0,,,,BUY
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20250728,39.03,3.0,1.0,,,,SELL
LMND,55.05,2026/05/04,16:00 EDT,-1.61,56.66,57.305,54.83,1875968,20250703,45.8,3.0,1.0,,,,BUY
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20250820,282.0,0.9,1.0,,,,SELL
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20250602,248.1,0.1,0.3,,,,SELL
AVGO,416.5,2026/05/04,16:00 EDT,-4.779999,418.27,423.83,409.53,15083748,20250508,208.5,1.0,1.0,,,,BUY
NU270115C00030000,0.07,2026/05/04,15:15 EDT,0.010000002,0.08,0.08,0.07,16,20260204,0.45,2.0,0.7,,,,SELL
NU270115C00030000,0.07,2026/05/04,15:15 EDT,0.010000002,0.08,0.08,0.07,16,20260106,0.55,1.0,0.5,,,,BUY
NU270115C00030000,0.07,2026/05/04,15:15 EDT,0.010000002,0.08,0.08,0.07,16,20251205,0.57,1.0,0.5,,,,SELL
NU270115C00030000,0.07,2026/05/04,15:15 EDT,0.010000002,0.08,0.08,0.07,16,20250416,0.25,1.0,0.64,,,,BUY
NU270115C00030000,0.07,2026/05/04,15:15 EDT,0.010000002,0.08,0.08,0.07,16,20250408,0.33,1.0,1.0,,,,BUY
QBTS250417P00006000,,,,,,,,,,,,,,,,
EWG,41.48,2026/05/04,16:00 EDT,-0.850002,42.04,42.125,41.34,3011594,,,,,,,,
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20250731,773.24,0.5,1.0,,,,SELL
META,610.41,2026/05/04,16:00 EDT,1.664978,607.935,614.0,602.7501,16126242,20250312,626.51,0.5,1.0,,,,BUY
NU,14.16,2026/05/04,16:00 EDT,-0.28,14.39,14.465,14.09,42201998,,,,,,,,
ENVX,6.75,2026/05/04,16:00 EDT,-0.01999998,6.83,7.0,6.67,4288735,,,,,,,,
ENVX260116C00020000,,,,,,,,,20250729,1.86,1.0,1.0,,,,SELL
ENVX260116C00020000,,,,,,,,,20250728,2.25,1.0,1.0,,,,SELL
ENVX260116C00020000,,,,,,,,,20250502,0.2506,1.0,0.25,,,,BUY
ENVX260116C00020000,,,,,,,,,20250226,1.4,1.0,1.0,,,,BUY
BIDU250620C00150000,,,,,,,,,,,,,,,,
GRAB,3.62,2026/05/04,16:00 EDT,-0.05000019,3.635,3.65,3.54,68595518,,,,,,,,
SOFI250919C00023000,,,,,,,,,,,,,,,,
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20251022,84.0,1.0,0.8,,,,SELL
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20250728,62.24,2.0,1.0,,,,SELL
TEM,55.81,2026/05/04,16:00 EDT,0.80000305,54.55,56.26,54.1,4085610,20250121,43.0,3.0,1.0,,,,BUY
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20251125,340.0,1.0,1.0,,,,SELL
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250917,320.0,1.0,1.0,,,,BUY
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250507,265.0,1.0,1.0,,,,SELL
CEG,321.05,2026/05/04,16:00 EDT,13.23999,308.78,325.4199,308.78,2783187,20250108,250.0,1.0,1.0,,,,BUY
WOLF260116C00010000,,,,,,,,,20250909,0.06,1.0,1.0,,,,SELL
WOLF260116C00010000,,,,,,,,,20250106,2.7,1.0,0.56,,,,BUY
AMD,341.54,2026/05/04,16:00 EDT,-19.0,360.31,361.85,338.7,41513674,,,,,,,,
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20250506,185.0,1.3,1.0,,,,SELL
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240805,163.0,0.3,0.5,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240703,199.17,0.676,1.0,,,,BUY
AMZN,272.05,2026/05/04,16:00 EDT,3.6299744,268.995,276.1,268.822,48861402,20240418,183.87,0.324,0.5,,,,BUY
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20251231,4.07,30.0,1.0,,,,SELL
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20251126,4.38,10.0,0.4,,,,BUY
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20241002,6.3,3.0,0.2,,,,BUY
RXRX,3.52,2026/05/04,16:00 EDT,0.12999988,3.395,3.55,3.39,10190666,20241002,6.3,0.8605,0.04,,,,BUY
